Frame_ID,Time,FPS,Pure_Lat_ms,E2E_Lat_ms,Power_mW,Temp_C
0,1774584374.7388647,4.215645156264759,123.22832000018025,237.21161599996776,0,0.0
1,1774584374.7590406,49.766138960577,11.787679999997636,20.093983999686316,0,0.0
2,1774584374.775936,59.232161642156534,12.194496000120125,16.88272000001234,0,0.0
3,1774584374.794574,53.69000678627062,14.782975999878545,18.62544000005073,0,0.0
4,1774584374.8089736,69.50174477149078,10.855871999865485,14.388128000064171,0,0.0
5,1774584374.8233347,69.68602265638957,10.839328000201931,14.35007999998561,0,0.0
6,1774584374.8376913,69.70358689068502,10.888448000059725,14.346464000027481,0,0.0
7,1774584374.8520565,69.6560440285295,10.870752000300854,14.356255999700807,0,0.0
8,1774584374.866465,69.45432239322315,10.82419199974538,14.39795199985383,0,0.0
9,1774584374.8807962,69.82397654961164,10.83513599996877,14.321727999686118,0,0.0
10,1774584374.8951037,69.94118226460283,10.814751999987493,14.297727999746712,0,0.0
11,1774584374.9094143,69.92960047178082,10.799328000302921,14.300096000170015,0,0.0
12,1774584374.9237225,69.94368694021821,10.839839999789547,14.297215999704349,0,0.0
13,1774584374.9380403,69.89487810518443,10.847296000065398,14.307199999620934,0,0.0
14,1774584374.9523177,70.08879408986313,10.812384000018938,14.267616000324779,0,0.0
15,1774584374.9667838,69.17849157764549,10.897343999658915,14.455359999828943,0,0.0
16,1774584374.9814541,68.22354618312133,10.95398400002523,14.657696000085707,0,0.0
17,1774584374.9957786,69.87034300338446,10.816384000008838,14.312223999695561,0,0.0
18,1774584375.0111432,65.12587529216952,10.82105599971328,15.35487999990437,0,0.0
19,1774584375.025529,69.56734675776946,10.84889599997041,14.374559999851044,0,0.0
20,1774584375.039881,69.72147108815702,10.87065599995185,14.34278400029143,10765,0.0
21,1774584375.0552154,65.24594065875232,10.799839999890537,15.326623999953881,10765,0.0
22,1774584375.0695186,69.96357416505757,10.827936000168847,14.293151999936526,10765,0.0
23,1774584375.0839124,69.52602164322298,10.843967999790038,14.383103999989544,10765,0.0
24,1774584375.099302,65.02397043613848,10.796863999985362,15.378944000076444,10765,0.0
25,1774584375.117302,55.586585221650445,10.855135999918275,17.989952000334597,10765,0.0
26,1774584375.1316614,69.69472594776764,10.839135999958671,14.348288000292087,10765,0.0
27,1774584375.145991,69.84395184776858,10.882463999678293,14.317632000256708,10765,0.0
28,1774584375.1603534,69.67266111670364,10.832671999651211,14.352831999985938,10765,0.0
29,1774584375.1746936,69.78733287456204,10.788255999614194,14.329247999739891,10765,0.0
30,1774584375.1889658,70.1204051516701,10.814559999744233,14.261183999678906,10765,0.0
31,1774584375.2032485,70.06600778504139,10.803839999880438,14.272255999912886,10765,0.0
32,1774584375.217634,69.56486896256347,10.903679999955784,14.375071999893407,10765,0.0
33,1774584375.2320027,69.64797129467563,10.887391999858664,14.357919999838487,10765,0.0
34,1774584375.2463856,69.58531605094517,10.896991999743477,14.37084799999866,10765,0.0
35,1774584375.2607043,69.89222060330536,10.85056000010809,14.30774400023438,10765,0.0
36,1774584375.2756162,67.10703195836727,10.82364800004143,14.901567999913823,10765,0.0
37,1774584375.2902758,68.26482821223492,10.924704000444763,14.648832000148104,10765,0.0
38,1774584375.304576,69.98284580618538,10.811423999712133,14.289215999724547,10765,0.0
39,1774584375.3188446,70.12843040174923,10.807712000314496,14.259552000112308,10765,0.0
40,1774584375.3347101,63.064808424979,10.807168000155798,15.85670399981609,10765,0.0
41,1774584375.348923,70.4042895912463,10.778687999845715,14.203680000264285,10765,0.0
42,1774584375.363153,70.31810786741947,10.801471999911882,14.221088000340387,10765,0.0
43,1774584375.3773854,70.3056100503084,10.800896000091598,14.22361599998112,10765,0.0
44,1774584375.3916342,70.22961150100566,10.809440000230097,14.239008000004105,10765,0.0
45,1774584375.4059176,70.06113815217937,10.838431999673048,14.273247999881278,10765,0.0
46,1774584375.4205773,68.26005661865537,10.80281600025046,14.649855999778083,10765,0.0
47,1774584375.4359484,65.10253910359162,10.842720000255213,15.360383999905025,10765,0.0
48,1774584375.451512,64.29035788623725,10.798303999763448,15.554432000044471,10765,0.0
49,1774584375.4658856,69.62298873147137,10.837503999937326,14.363071999923704,10765,0.0
50,1774584375.4801853,69.97783102406584,10.810208000293642,14.290239999809273,10765,0.0
51,1774584375.4945157,69.83193408922745,10.808384000029037,14.320095999664773,10765,0.0
52,1774584375.5088608,69.7555542170991,10.819295999681344,14.335775999825273,10765,0.0
